MUNICIPIO,UF,SUBSTANCIA,latitude,longitude
Oriximiná,PA,Estanho,-0.778,-57.801
Oriximiná,PA,Estanho,-0.549,-57.108
Oriximiná,PA,Estanho,-0.520,-58.147
Oriximiná,PA,Estanho,-0.952,-57.493
Oriximiná,PA,Estanho,-0.936,-57.733
Faro,PA,Estanho,-0.902,-58.033
Oriximiná,PA,Ouro,-0.680,-56.916
Itaituba,PA,Ouro,-6.867,-56.767
Itaituba,PA,Ouro,-5.468,-56.873
Itaituba,PA,Ouro,-6.850,-56.582
Bonfim,RR,Rocha ornamental,2.528,-60.135
Bonfim,RR,Rocha ornamental,2.419,-60.110
Caracaraí,RR,Ouro,1.459,-59.965
Pacaraima,RR,Alumínio,4.539,-60.700
Japurá,AM,Ouro,-2.173,-68.603
Planaltina,GO,Calcário dolomítico,-15.450,-47.634
Niquelândia,GO,Níquel,-14.118,-48.361
Poconé,MT,Ouro,-16.168,-56.460
Barreiras,BA,Turfa,-11.866,-45.929
Sento Sé,BA,Ametista,-9.977,-41.354
Uauá,BA,Cobre,-9.856,-39.261
Camaçari,BA,Argila,-12.568,-38.159
Piraí do Norte,BA,Bário,-13.757,-39.379
Jequié,BA,Manganês,-13.955,-40.184
Caracaraí,RR,Argila,0.990,-60.517
São Luiz,RR,Argila,1.020,-60.035
Caracaraí,RR,Areia,1.131,-60.400
Japeri,RJ,Brita,-22.639,-43.640
Piraí,RJ,Brita,-22.535,-43.843
Itaguaí,RJ,Areia,-22.840,-43.808
Rio das Flores,RJ,Areia,-22.088,-43.567
Rio das Flores,RJ,Saibro,-22.090,-43.558
Valença,RJ,Saibro,-22.107,-43.730
Valença,RJ,Areia,-22.168,-43.771
Valença,RJ,Saibro,-22.204,-43.830
Massapê,CE,Rocha ornamental,-3.586,-40.326
Canindé,CE,Quartzo,-4.423,-39.423
Maranguape,CE,Calcário,-4.062,-38.950
Isaías Coelho,PI,Chumbo,-7.715,-41.475
Altamira,PA,Ouro,-8.117,-54.965
Espigão D'Oeste,RO,Manganês,-11.458,-60.822
Paratinga,BA,Manganês,-12.775,-42.956
Brotas de Macaúbas,BA,Manganês,-12.107,-42.384
Juazeiro,BA,Manganês,-9.595,-40.662
Camaçari,BA,Turfa,-12.779,-38.207
Camaçari,BA,Turfa,-12.840,-38.248
Vera Cruz,BA,Turfa,-13.107,-38.764
Valença,BA,Turfa,-13.242,-38.979
Cairu,BA,Turfa,-13.464,-38.920
Cairu,BA,Turfa,-13.514,-38.938
Ilhéus,BA,Turfa,-14.525,-39.039
Ilhéus,BA,Turfa,-14.625,-39.150
Canavieiras,BA,Turfa,-15.612,-39.083
Belmonte,BA,Turfa,-15.775,-38.920
Belmonte,BA,Turfa,-15.874,-38.942
Cansanção,BA,Turmalina,-10.862,-39.253
Cansanção,BA,Turmalina,-10.745,-39.261
Presidente Jânio Quadros,BA,Turmalina,-14.514,-41.817
Lagoa Real,BA,Urânio,-14.099,-42.288
Lagoa Real,BA,Urânio,-14.021,-42.250
Lagoa Real,BA,Urânio,-13.977,-42.278
Lagoa Real,BA,Urânio,-13.941,-42.258
Riacho de Santana,BA,Vermiculita,-13.721,-42.825
Riacho de Santana,BA,Vermiculita,-13.714,-42.983
Capim Grosso,BA,Vermiculita,-11.292,-39.981
Gavião,BA,Vermiculita,-11.556,-39.845
Livramento de Nossa Senhora,BA,Vermiculita,-13.964,-41.742
Brumado,BA,Vermiculita,-14.081,-41.663
Brumado,BA,Vermiculita,-14.142,-41.641
Potiraguá,BA,Vermiculita,-15.803,-39.821
Mirangaba,BA,Tungstênio,-10.853,-40.470
Antônio Gonçalves,BA,Tungstênio,-10.621,-40.411
Campo Formoso,BA,Tungstênio,-10.534,-40.459
Campo Formoso,BA,Tungstênio,-10.470,-40.278
Campo Formoso,BA,Tungstênio,-10.362,-40.267
Campo Formoso,BA,Tungstênio,-10.143,-40.293
Miguel Calmon,BA,Tungstênio,-11.441,-40.554
Brumado,BA,Tungstênio,-14.038,-41.660
Ipupiara,BA,Ouro,-11.787,-42.585
Gentio do Ouro,BA,Ouro,-11.566,-42.486
Gentio do Ouro,BA,Ouro,-11.433,-42.505
Gentio do Ouro,BA,Ouro,-11.425,-42.551
Riachão das Neves,BA,Ouro,-11.478,-44.973
Caetité,BA,Ouro,-14.159,-42.595
Érico Cardoso,BA,Ouro,-13.482,-42.032
Rio do Pires,BA,Ouro,-13.239,-42.134
Novo Horizonte,BA,Ouro,-12.839,-42.173
Rio do Pires,BA,Ouro,-12.989,-42.211
Novo Horizonte,BA,Ouro,-12.800,-42.203
Novo Horizonte,BA,Ouro,-12.875,-42.192
Novo Horizonte,BA,Ouro,-12.775,-42.211
Araci,BA,Ouro,-11.367,-39.000
Cansanção,BA,Ouro,-10.967,-39.302
Saúde,BA,Ouro,-10.887,-40.436
Saúde,BA,Ouro,-10.889,-40.399
Saúde,BA,Ouro,-10.845,-40.417
Cansanção,BA,Ouro,-10.923,-39.275
Jacobina,BA,Ouro,-11.192,-40.510
Jacobina,BA,Ouro,-11.291,-40.518
Piatã,BA,Ouro,-13.148,-41.785
Abaíra,BA,Ouro,-13.313,-41.811
Rio de Contas,BA,Ouro,-13.578,-41.820
Livramento de Nossa Senhora,BA,Ouro,-13.605,-41.953
Rio de Contas,BA,Ouro,-13.712,-41.613
Érico Cardoso,BA,"Estanho, Ouro",-13.414,-42.189
Rio Claro,SP,Calcário,-22.503,-47.592
Piratininga,SP,Argila,-22.505,-49.214
Rio Claro,SP,Dolomito,-22.509,-47.587
Teodoro Sampaio,SP,Argila,-22.535,-52.157
Rio Claro,SP,Calcário,-22.535,-47.592
Teodoro Sampaio,SP,Argila,-22.580,-52.172
Tibagi,PR,Turfa,-24.539,-50.408
Santo Amaro das Brotas,SE,Areia,-10.770,-36.904
Divina Pastora,SE,Areia,-10.709,-37.188
Aracaju,SE,Areia,-10.925,-37.091
Aracaju,SE,Areia,-10.937,-37.089
Aracaju,SE,Areia,-10.960,-37.080
São Cristóvão,SE,Areia,-10.921,-37.123
Nossa Senhora do Socorro,SE,Areia,-10.839,-37.086
Santana do São Francisco,SE,Argila,-10.285,-36.614
Santana do São Francisco,SE,Argila,-10.296,-36.604
Santo Amaro das Brotas,SE,Turfa,-10.787,-36.957
Santo Amaro das Brotas,SE,Turfa,-10.810,-36.982
Santo Amaro das Brotas,SE,Turfa,-10.814,-36.989
Santo Amaro das Brotas,SE,Argila,-10.756,-37.038
São Cristóvão,SE,Argila,-10.981,-37.217
São Cristóvão,SE,Argila,-10.963,-37.214
São Cristóvão,SE,Argila,-10.949,-37.216
Aracaju,SE,Argila,-10.902,-37.103
Ribeirópolis,SE,"Argila, Ferro",-10.553,-37.473
Pontal do Araguaia,MT,Diamante,-16.016,-52.314
Pedra Branca do Amapari,AP,Tântalo,0.710,-52.280
Almeirim,PA,Estanho,0.840,-54.180
Itapetininga,SP,Turfa,-23.650,-47.909
Pacaraima,RR,Molibdênio,4.016,-60.784
Pacaraima,RR,Molibdênio,4.163,-60.955
Itaituba,PA,Ouro,-7.902,-56.581
Itaituba,PA,Ouro,-7.305,-56.676
Mossoró,RN,Argila,-5.146,-37.376
Ipanguaçu,RN,Calcário,-5.457,-36.861
Sapucaia do Sul,RS,Argila,-29.810,-51.188
Alegrete,RS,"Calcedônia, Ágata, Ônix",-29.634,-55.925
Quaraí,RS,"Calcedônia gemológica, Quartzo hialino (Cristal de rocha), Ágata",-30.377,-55.934
Sant' Ana do Livramento,RS,"Ametista, Calcedônia gemológica, Ágata, Ônix",-30.668,-55.951
Quaraí,RS,"Quartzo hialino (Cristal de rocha), Ágata",-30.363,-55.956
Caxias do Sul,RS,"Quartzo hialino (Cristal de rocha), Ágata",-28.860,-50.902
São Marcos,RS,"Cálcio, Zeólita",-28.882,-51.132
Jóia,RS,"Calcedônia gemológica, Quartzo hialino (Cristal de rocha), Ágata",-28.853,-54.222
Pouso Novo,RS,Basalto,-29.124,-52.252
Tupanciretã,RS,Basalto,-29.102,-54.347
Rio Claro,SP,Fósforo,-22.410,-47.593
Fortaleza,CE,Diatomita,-3.807,-38.450
Fortaleza,CE,Diatomita,-3.780,-38.574
Fortaleza,CE,Diatomita,-3.772,-38.554
Fortaleza,CE,Diatomita,-3.760,-38.574
Caucaia,CE,Manganês,-3.749,-38.892
Caucaia,CE,Talco,-3.855,-38.850
Caucaia,CE,Titânio,-3.873,-38.769
Pedro II,PI,Opala,-4.437,-41.539
Pedro II,PI,Opala,-4.405,-41.458
Pedro II,PI,Calcedônia,-4.405,-41.439
Pedro II,PI,Opala,-4.400,-41.443
Pedro II,PI,Quartzo,-4.412,-41.443
Pedro II,PI,Opala,-4.398,-41.467
Pedro II,PI,Opala,-4.405,-41.438
Nova Russas,CE,Titânio,-4.873,-40.552
Nova Russas,CE,Calcário,-4.860,-40.550
Nova Russas,CE,Titânio,-4.776,-40.577
Nova Russas,CE,Calcário,-4.740,-40.567
Nova Russas,CE,Grafita,-4.713,-40.545
Nova Russas,CE,Calcário,-4.704,-40.572
Ipu,CE,Calcário,-4.521,-40.604
Ipu,CE,Ouro,-4.408,-40.734
Ipu,CE,Calcário,-4.360,-40.667
Ipu,CE,Calcário,-4.310,-40.667
Reriutaba,CE,Chumbo,-4.140,-40.581
Reriutaba,CE,Ouro,-4.128,-40.569
Cariré,CE,Ouro,-4.039,-40.439
Irauçuba,CE,Calcário,-4.082,-39.744
Santa Quitéria,CE,Calcário,-4.393,-39.865
Santa Quitéria,CE,Calcário,-4.569,-39.869
Santa Quitéria,CE,Calcário,-4.567,-39.845
Boa Viagem,CE,Calcário,-4.950,-39.909
Boa Viagem,CE,Calcário,-4.995,-39.860
Boa Viagem,CE,Calcário,-4.819,-39.772
Boa Viagem,CE,Calcário,-4.839,-39.755
Boa Viagem,CE,Calcário,-4.815,-39.764
Boa Viagem,CE,Calcário,-4.776,-39.774
Itatira,CE,Calcário,-4.650,-39.709
Itatira,CE,Calcário,-4.615,-39.700
Ruy Barbosa,RN,"Berílio, Tântalo",-5.820,-35.975
Ruy Barbosa,RN,"Berílio, Tântalo",-5.868,-35.989
Ruy Barbosa,RN,"Berílio, Tântalo",-5.873,-35.978
Ruy Barbosa,RN,"Berílio, Tântalo",-5.881,-35.970
Ruy Barbosa,RN,Berílio,-5.845,-36.005
Carnaubais,RN,Areia,-5.335,-36.836
Governador Dix-Sept Rosado,RN,"Argilito, Gipsita",-5.425,-37.561
Nísia Floresta,RN,Areia,-6.014,-35.144
Paraná,RN,Esmeralda,-6.444,-38.267
Pedro Velho,RN,Diatomita,-6.467,-35.250
Ipueira,RN,Mármore,-6.764,-37.121
Canguçu,RS,Estanho,-30.901,-52.347
Dom Pedrito,RS,Estanho,-31.014,-54.027
Arroio Grande,RS,Turfa,-32.034,-52.500
Santa Vitória do Palmar,RS,Turfa,-32.966,-53.022
Cachoeira do Sul,RS,Argila,-30.055,-52.910
Caçapava do Sul,RS,Argila,-30.538,-53.502
Pinheiro Machado,RS,Calcário,-31.347,-53.467
Equador,RN,Caulim,-6.915,-36.676
Equador,RN,Caulim,-6.908,-36.673
Parelhas,RN,"Berílio, Caulim, Feldspato",-6.769,-36.684
São Gonçalo do Amarante,RN,Argila,-5.818,-35.313
São Gonçalo do Amarante,RN,Argila,-5.811,-35.308
São Gonçalo do Amarante,RN,Argila,-5.806,-35.305
São Gonçalo do Amarante,RN,Argila,-5.818,-35.301
São Gonçalo do Amarante,RN,Argila,-5.824,-35.296
São Gonçalo do Amarante,RN,Argila,-5.804,-35.285
Apodi,RN,Argilito,-5.631,-37.801
Nísia Floresta,RN,Argila,-6.107,-35.233
Nísia Floresta,RN,Argila,-6.125,-35.214
Nísia Floresta,RN,Argila,-6.135,-35.161
Senador Georgino Avelino,RN,Argila,-6.149,-35.138
Goianinha,RN,Argila,-6.230,-35.170
Açu,RN,Argila,-5.612,-36.898
Itajá,RN,Argila,-5.635,-36.878
Arês,RN,Argila,-6.219,-35.197
Goianinha,RN,Argila,-6.260,-35.200
Goianinha,RN,Argila,-6.311,-35.244
Açu,RN,Argila,-5.517,-37.122
Currais Novos,RN,Argila,-6.183,-36.601
São Gonçalo do Amarante,RN,Argila,-5.817,-35.367
Presidente Juscelino,RN,"Argila, Diatomita",-6.113,-35.681
Presidente Juscelino,RN,Argila,-6.123,-35.668
São Gonçalo do Amarante,RN,Argila,-5.798,-35.334
São José de Mipibu,RN,Argila,-6.087,-35.276
Vera Cruz,RN,Argila,-6.044,-35.475
Parelhas,RN,Argila,-6.735,-36.689
Mossoró,RN,Argila,-5.205,-37.383
Mossoró,RN,Argila,-5.237,-37.340
São José de Mipibu,RN,Argila,-5.959,-35.304
Ceará-Mirim,RN,Argila,-5.601,-35.343
Macaíba,RN,Argila,-5.968,-35.318
Carnaubais,RN,Argila,-5.262,-36.925
Ceará-Mirim,RN,Argila,-5.506,-35.368
Ceará-Mirim,RN,Argila,-5.605,-35.384
Nísia Floresta,RN,Argila,-6.110,-35.201
Mossoró,RN,Argila,-4.956,-37.323
Mossoró,RN,Argila,-4.974,-37.296
Mossoró,RN,Argila,-5.222,-37.365
São Gonçalo do Amarante,RN,Argila,-5.813,-35.366
Ceará-Mirim,RN,Argila,-5.506,-35.306
Extremoz,RN,Argila,-5.650,-35.257
Itiúba,BA,Mármore,-10.437,-39.784
Monte Santo,BA,Mármore,-10.142,-39.610
Monte Santo,BA,Mármore,-10.262,-39.634
Campo Formoso,BA,Calcário,-9.928,-40.431
Curaçá,BA,Calcário,-9.228,-39.607
Curaçá,BA,Calcário,-9.290,-39.540
Ourolândia,BA,Mármore,-10.890,-40.892
Livramento de Nossa Senhora,BA,Mármore,-13.855,-41.960
Manoel Vitorino,BA,Mármore,-13.869,-40.699
Jequié,BA,Mármore,-13.880,-40.121
Manoel Vitorino,BA,Mármore,-13.891,-40.681
Livramento de Nossa Senhora,BA,Mármore,-13.962,-41.891
Manoel Vitorino,BA,Mármore,-13.984,-40.534
Manoel Vitorino,BA,Mármore,-13.987,-40.648
Manoel Vitorino,BA,Mármore,-14.009,-40.614
Manoel Vitorino,BA,Mármore,-14.042,-40.616
Manoel Vitorino,BA,Mármore,-14.051,-40.616
Manoel Vitorino,BA,Mármore,-14.062,-40.588
Manoel Vitorino,BA,Mármore,-14.071,-40.682
Manoel Vitorino,BA,Mármore,-14.109,-40.692
Mirante,BA,Mármore,-14.198,-40.692
Caetanos,BA,Mármore,-14.301,-40.752
Boa Nova,BA,Mármore,-14.389,-40.227
Brumado,BA,Mármore,-14.405,-41.635
Presidente Jânio Quadros,BA,Mármore,-14.505,-41.880
Anagé,BA,Mármore,-14.666,-40.946
Anagé,BA,Mármore,-14.682,-41.153
Camaçari,BA,Turfa,-12.735,-38.255
Camaçari,BA,Turfa,-12.749,-38.169
Camaçari,BA,Turfa,-12.757,-38.271
Camaçari,BA,Turfa,-12.766,-38.200
Pindobaçu,BA,Ouro,-10.757,-40.420
Saúde,BA,Ouro,-10.783,-40.420
Saúde,BA,Ouro,-10.953,-40.456
Pindobaçu,BA,Ouro,-10.745,-40.384
Pindobaçu,BA,Ouro,-10.725,-40.386
Mirangaba,BA,Ouro,-10.775,-40.478
Mirangaba,BA,Ouro,-10.831,-40.484
Saúde,BA,Ouro,-10.900,-40.436
Cansanção,BA,Ouro,-10.950,-39.282
Cansanção,BA,Ouro,-10.937,-39.286
Cansanção,BA,Ouro,-10.924,-39.306
Cansanção,BA,Ouro,-10.920,-39.327
Quijingue,BA,Ouro,-10.959,-39.225
Santaluz,BA,Ouro,-10.988,-39.288
Queimadas,BA,Ouro,-10.944,-39.519
Jacobina,BA,Ouro,-11.059,-40.478
Jacobina,BA,Ouro,-11.056,-40.495
Jacobina,BA,Ouro,-11.042,-40.496
Mirangaba,BA,Ouro,-11.007,-40.477
Mirangaba,BA,Ouro,-11.038,-40.478
Jacobina,BA,Ouro,-11.285,-40.516
Jacobina,BA,Ouro,-11.248,-40.525
Miguel Calmon,BA,Ouro,-11.355,-40.528
Miguel Calmon,BA,Ouro,-11.396,-40.532
Jacobina,BA,Ouro,-11.257,-40.511
Jacobina,BA,Ouro,-11.162,-40.510
Jacobina,BA,Ouro,-11.267,-40.516
Mucugê,BA,Ouro,-12.746,-41.521
Mucugê,BA,Ouro,-13.252,-41.585
Abaíra,BA,Ouro,-13.269,-41.592
Abaíra,BA,Ouro,-13.285,-41.867
Abaíra,BA,Ouro,-13.312,-41.874
Abaíra,BA,Ouro,-13.311,-41.864
Abaíra,BA,Ouro,-13.334,-41.848
Abaíra,BA,Ouro,-13.335,-41.867
Rio de Contas,BA,Ouro,-13.453,-41.861
Rio de Contas,BA,Ouro,-13.460,-41.860
Iperó,SP,Calcário,-23.431,-47.637
Itapiranga,SC,Cobre,-27.154,-53.832
Jataí,GO,Arenito,-17.698,-51.744
São Gonçalo do Sapucaí,MG,Ouro,-21.829,-45.575
São Gonçalo do Sapucaí,MG,Ouro,-21.828,-45.578
São Gonçalo do Sapucaí,MG,Ouro,-21.825,-45.571
São Gonçalo do Sapucaí,MG,Ouro,-21.835,-45.565
São Gonçalo do Sapucaí,MG,Ouro,-21.814,-45.565
São Gonçalo do Sapucaí,MG,Ouro,-21.839,-45.555
Curionópolis,PA,"Cobre, Ouro",-6.430,-49.690
Água Azul do Norte,PA,Ouro,-6.840,-50.480
Rio Maria,PA,Ouro,-7.330,-50.320
Bannach,PA,Carvão mineral,-7.390,-50.970
Altamira,PA,Ouro,-3.340,-52.120
Senador José Porfírio,PA,Ouro,-3.644,-51.860
Santa Maria das Barreiras,PA,Ouro,-8.620,-50.710
Santa Maria das Barreiras,PA,Ouro,-8.858,-50.170
Oiapoque,AP,Ouro,3.120,-52.170
Oiapoque,AP,Ouro,2.790,-51.520
Pracuúba,AP,Ouro,1.730,-51.140
Pracuúba,AP,Ouro,1.730,-51.180
Pracuúba,AP,Ouro,1.719,-51.004
Tartarugalzinho,AP,Ouro,1.626,-51.241
Calçoene,AP,Ouro,2.302,-51.652
Ferreira Gomes,AP,Ouro,1.080,-51.954
Pracuúba,AP,"Bismuto, Ouro",1.762,-50.969
Calçoene,AP,Ouro,2.280,-51.650
Parauapebas,PA,Ouro,-6.304,-50.981
Rio Maria,PA,Cobre,-7.643,-50.090
Santa Maria das Barreiras,PA,Ítrio,-8.447,-50.300
Almeirim,PA,Ouro,0.505,-53.684
Mazagão,AP,Cromo,0.330,-51.700
Pedra Branca do Amapari,AP,Tântalo,0.840,-51.950
Porto Grande,AP,Ouro,0.646,-51.687
Arenópolis,GO,"Diamante, Ouro",-16.224,-51.615
Diorama,GO,Níquel,-16.292,-51.127
Diorama,GO,Diamante,-16.307,-51.438
Iporá,GO,Água mineral,-16.323,-51.132
Iporá,GO,Diamante,-16.398,-51.405
Arenópolis,GO,Diamante,-16.429,-51.405
Arenópolis,GO,Diamante,-16.461,-51.379
Iporá,GO,Diamante,-16.494,-51.055
Palestina de Goiás,GO,Diamante,-16.531,-51.469
Piranhas,GO,Diamante,-16.565,-51.856
Pedro Gomes,MS,Diamante,-18.115,-54.595
Teixeira de Freitas,BA,Água marinha,-17.267,-39.992
Gentio do Ouro,BA,Diamante,-11.299,-42.569
Gentio do Ouro,BA,Diamante,-11.248,-42.547
Gentio do Ouro,BA,Diamante,-11.189,-42.611
Gentio do Ouro,BA,Diamante,-11.185,-42.632
Gentio do Ouro,BA,Diamante,-11.190,-42.687
Gentio do Ouro,BA,Diamante,-11.175,-42.602
Gentio do Ouro,BA,Diamante,-11.164,-42.636
Gentio do Ouro,BA,Diamante,-11.156,-42.686
Gentio do Ouro,BA,Diamante,-11.156,-42.609
Gentio do Ouro,BA,Diamante,-11.147,-42.630
Gentio do Ouro,BA,Diamante,-11.147,-42.670
Gentio do Ouro,BA,Diamante,-11.138,-42.648
Gentio do Ouro,BA,Diamante,-11.135,-42.657
Gentio do Ouro,BA,Diamante,-11.150,-42.666
Gentio do Ouro,BA,Diamante,-11.133,-42.730
Gentio do Ouro,BA,Diamante,-11.139,-42.739
Gentio do Ouro,BA,Diamante,-11.124,-42.660
Gentio do Ouro,BA,Diamante,-11.125,-42.659
Gentio do Ouro,BA,Diamante,-11.113,-42.685
Gentio do Ouro,BA,Diamante,-11.121,-42.705
Gentio do Ouro,BA,Diamante,-11.116,-42.738
Gentio do Ouro,BA,Diamante,-11.113,-42.706
Gentio do Ouro,BA,Diamante,-11.107,-42.709
Gentio do Ouro,BA,Diamante,-11.110,-42.730
Gentio do Ouro,BA,Diamante,-11.067,-42.736
Gentio do Ouro,BA,Diamante,-11.050,-42.711
Gentio do Ouro,BA,Diamante,-11.064,-42.736
Barra do Mendes,BA,Diamante,-12.059,-42.209
Barra do Mendes,BA,Diamante,-12.017,-42.234
Brotas de Macaúbas,BA,Diamante,-12.023,-42.236
Brotas de Macaúbas,BA,Diamante,-12.264,-42.288
Morro do Chapéu,BA,Diamante,-11.587,-41.242
Sento Sé,BA,Diamante,-10.645,-41.673
Morro do Chapéu,BA,Diamante,-11.602,-40.950
Morro do Chapéu,BA,Diamante,-11.627,-41.014
Morro do Chapéu,BA,Diamante,-11.666,-41.106
Morro do Chapéu,BA,Diamante,-11.560,-41.325
Morro do Chapéu,BA,Diamante,-11.738,-40.998
Lençóis,BA,Diamante,-12.245,-41.363
Lençóis,BA,Diamante,-12.260,-41.417
Lençóis,BA,Diamante,-12.275,-41.409
Coaraci,BA,Manganês,-14.573,-39.581
Coaraci,BA,Manganês,-14.582,-39.566
Paramirim,BA,Estanho,-13.539,-42.125
Paramirim,BA,Estanho,-13.556,-42.145
Paramirim,BA,Estanho,-13.524,-42.124
Paramirim,BA,Estanho,-13.523,-42.131
Paramirim,BA,Estanho,-13.435,-42.184
Paramirim,BA,Estanho,-13.381,-42.205
Paramirim,BA,Estanho,-13.510,-42.141
Paramirim,BA,Estanho,-13.525,-42.139
Érico Cardoso,BA,Estanho,-13.488,-42.133
Rio de Contas,BA,Estanho,-13.485,-41.834
Paramirim,BA,"Estanho, Ouro",-13.521,-42.191
Paramirim,BA,"Estanho, Ouro",-13.532,-42.148
Paramirim,BA,"Estanho, Ouro",-13.531,-42.150
Paramirim,BA,"Estanho, Ouro",-13.375,-42.228
Paramirim,BA,"Estanho, Ouro",-13.370,-42.232
Rio de Contas,BA,"Estanho, Ouro",-13.359,-41.777
Livramento de Nossa Senhora,BA,"Estanho, Ouro",-13.531,-41.967
Livramento de Nossa Senhora,BA,"Estanho, Ouro",-13.560,-41.918
Gentio do Ouro,BA,Diamante,-11.301,-42.449
Senhor do Bonfim,BA,Tungstênio,-10.423,-40.134
Senhor do Bonfim,BA,Tungstênio,-10.434,-40.195
Senhor do Bonfim,BA,Tungstênio,-10.398,-40.178
Campo Formoso,BA,Tungstênio,-10.484,-40.445
Campo Formoso,BA,Tungstênio,-10.484,-40.323
Campo Formoso,BA,Tungstênio,-10.400,-40.284
Senhor do Bonfim,BA,Tungstênio,-10.367,-40.229
Campo Formoso,BA,Tungstênio,-10.370,-40.281
Campo Formoso,BA,Tungstênio,-10.339,-40.295
Campo Formoso,BA,Tungstênio,-10.328,-40.300
Campo Formoso,BA,Tungstênio,-10.317,-40.309
Campo Formoso,BA,Tungstênio,-10.316,-40.324
Campo Formoso,BA,Tungstênio,-10.348,-40.414
Campo Formoso,BA,Tungstênio,-10.332,-40.373
Campo Formoso,BA,Tungstênio,-10.314,-40.382
Campo Formoso,BA,Tungstênio,-10.310,-40.431
Campo Formoso,BA,Tungstênio,-10.302,-40.377
Campo Formoso,BA,Tungstênio,-10.273,-40.364
Campo Formoso,BA,Tungstênio,-10.235,-40.293
Campo Formoso,BA,Tungstênio,-10.182,-40.324
Campo Formoso,BA,Tungstênio,-10.162,-40.325
Campo Formoso,BA,Tungstênio,-10.145,-40.284
Jaguarari,BA,Tungstênio,-10.110,-40.177
Jaguarari,BA,Tungstênio,-10.064,-40.231
Miguel Calmon,BA,Tungstênio,-11.437,-40.567
Miguel Calmon,BA,Tungstênio,-11.398,-40.593
Jacobina,BA,Tungstênio,-11.167,-40.609
Irecê,BA,"Chumbo, Zinco",-11.342,-41.803
Itarantim,BA,Zircônio,-15.752,-40.175
Jaguarari,BA,Cobre,-9.871,-39.867
Antônio Gonçalves,BA,Cromo,-10.552,-40.405
Maracás,BA,"Ferro, Titânio, Vanádio",-13.687,-40.680
Boquira,BA,"Chumbo, Zinco",-12.806,-42.746
Rio do Pires,BA,"Cobre, Ouro",-13.016,-42.193
Campo Alegre de Lourdes,BA,"Ferro, Titânio, Vanádio",-9.468,-43.094
Itagibá,BA,"Cobre, Níquel",-14.197,-39.719
Brumado,BA,"Magnesita, Talco",-14.177,-41.703
Sento Sé,BA,Magnesita,-9.835,-41.836
Dom Basílio,BA,Bário,-13.709,-41.728
Contendas do Sincorá,BA,Bário,-13.720,-41.067
Contendas do Sincorá,BA,Bário,-13.742,-41.042
Catingueira,PB,Ouro,-7.025,-37.659
São Fernando,RN,Ouro,-6.275,-37.146
São Fernando,RN,Ouro,-6.264,-37.102
Currais Novos,RN,Ouro,-6.200,-36.283
Currais Novos,RN,"Berílio, Tântalo",-6.301,-36.344
Currais Novos,RN,"Berílio, Tântalo",-6.238,-36.381
São José de Espinharas,PB,Tungstênio,-6.795,-37.259
São Mamede,PB,Tungstênio,-7.034,-37.042
Santa Luzia,PB,Tungstênio,-7.021,-36.920
São José de Espinharas,PB,Tungstênio,-6.750,-37.534
Malta,PB,Tungstênio,-6.800,-37.534
Condado,PB,Tungstênio,-6.900,-37.600
Acari,RN,"Flúor, Tungstênio",-6.293,-36.647
Currais Novos,RN,Tungstênio,-6.275,-36.579
Acari,RN,Tungstênio,-6.367,-36.716
São José de Espinharas,PB,Tungstênio,-6.767,-37.484
Várzea,PB,Tungstênio,-6.768,-37.120
Várzea,PB,Tungstênio,-6.759,-37.040
São Mamede,PB,Tungstênio,-6.837,-37.220
São Mamede,PB,Tungstênio,-6.872,-37.153
Patos,PB,Tungstênio,-6.932,-37.203
Várzea,PB,Tungstênio,-6.828,-37.059
Santa Luzia,PB,Tungstênio,-6.847,-36.886
Jaboatão dos Guararapes,PE,Argila,-8.169,-34.966
Santa Rita,PB,Calcário,-6.967,-34.884
Caaporã,PB,Calcário,-7.526,-34.862
Taguaí,SP,Calcário,-23.478,-49.338
Planalto,RS,"Ametista, Cálcio, Jaspe, Quartzo hialino (Cristal de rocha)",-27.335,-53.135
São Miguel das Missões,RS,Basalto,-28.617,-54.471
Cambará do Sul,RS,"Cálcio, Zeólita",-29.205,-50.232
Carlos Barbosa,RS,"Cálcio, Zeólita",-29.299,-51.481
Nova Prata,RS,"Cálcio, Zeólita",-28.754,-51.640
Cacique Doble,RS,Cálcio,-27.803,-51.677
Maximiliano de Almeida,RS,"Cálcio, Zeólita",-27.665,-51.796
Sananduva,RS,"Cálcio, Zeólita",-27.948,-51.802
Viadutos,RS,"Cálcio, Zeólita",-27.581,-51.987
Frederico Westphalen,RS,"Ametista, Cálcio, Quartzo hialino (Cristal de rocha), Zeólita",-27.320,-53.300
São Gabriel,RS,Calcário,-30.197,-54.262
Caseiros,RS,"Calcedônia, Quartzo",-28.251,-51.831
Serafina Corrêa,RS,"Calcedônia, Quartzo hialino (Cristal de rocha), Ágata",-28.711,-51.890
Arvorezinha,RS,"Calcedônia, Calcedônia gemológica, Ônix",-28.855,-52.216
Fontoura Xavier,RS,"Calcedônia gemológica, Ágata",-29.122,-52.324
Boqueirão do Leão,RS,"Calcedônia gemológica, Quartzo hialino (Cristal de rocha)",-29.267,-52.376
Soledade,RS,Calcedônia,-28.816,-52.387
São Valentim,RS,Calcedônia,-27.551,-52.527
Campo Grande,AL,"Asbesto, Serpentinito",-10.004,-36.758
Jardim do Seridó,RN,"Berílio, Tântalo",-6.592,-36.724
